x1,x2,x3,y
0.3063395972441957,0.15425307229077045,0.12282633140877364,0.0829036568118699
0.5964801957203216,0.5527039091605553,0.7887993315569796,0.7464797387040192
0.2125207395104015,0.9871823341773724,0.4511315679173412,2.2536460526900295
0.9549167637595948,0.9085895645252682,0.047793071437641,1.9932663075049044
0.5539562520268579,0.5768431500370934,0.38401809739341797,0.8130357086676657
0.8177682561827382,0.11085147967611775,0.6955954822820991,0.09612743222931674
0.946775920129312,0.943536915626229,0.9962171929058946,2.1223556437985653
0.6878308021984352,0.06211588232997556,0.14029118699392895,0.07485153700651709
0.4493015898944469,0.7549231099492824,0.9929936189616402,1.3358607610618531
0.0009195509970144622,0.07438869951138849,0.6221404173206024,0.0003766075677793905
0.8968075862297887,0.2730589876763726,0.0014745723560063428,0.26114205190280315
0.08456069091662,0.5486876956177907,0.3628332957082293,0.6936332340189285
0.5136978312550877,0.4713855698821505,0.8078779137706981,0.5462822424842704
0.24251009851861194,0.016507877576357077,0.4908855772500331,0.015060071357635318
0.9768061658728441,0.46096544736944023,0.4068035618645819,0.5782695757875614
0.5973183415651732,0.48177602777300177,0.11019963692727452,0.5913765655724559
0.16800940082161675,0.5961075501743344,0.6173500437114664,0.8217456253700793
0.06595190863592126,0.42183895625463375,0.008548586496579857,0.4157048606658577
0.28789895605765103,0.7371882774734525,0.7132082803045455,1.2644528098215089
0.39739074839386923,0.2509213301601556,0.9562419902694439,0.16542571707148424
0.549064520683532,0.5479185802788723,0.5380690292972674,0.7346390438964825
0.05572067103087741,0.9932964474844905,0.32014078075182406,2.2684362664342625
0.12938825779980445,0.18048308869163665,0.11818078568474422,0.08549574426473387
0.2929580970050749,0.7168034084674294,0.8532100911988612,1.1939879985747364
0.3836234835577582,0.13765712504612115,0.02339354973393326,0.08147829073581304
0.9332466099518996,0.5018947129016346,0.455752381596374,0.6635757098920751
0.05176933625117364,0.5576528598833078,0.6866970700369964,0.7066894301372513
0.7987756998415046,0.030618992728593253,0.3049777919521628,0.07593431639124859
0.6639820840691089,0.6111170120109728,0.30987620141308736,0.9191678898278538
0.32128400802232704,0.614189923805373,0.08074338884003185,0.8981408367847467
0.012359892821639074,0.981095159406342,0.7499623674479159,2.2000964790974833
0.5161705662163917,0.27230459160954734,0.7950068925819408,0.20626143717677775
0.3973154519191544,0.46782090722675385,0.8125686741718938,0.5268498945569425
0.31019634085929937,0.4140903611955552,0.891472684045446,0.40757308304567136
0.8857441914104998,0.6270818208669888,0.6636528040319294,0.9797340662026853
0.5292687043592862,0.9598539626689304,0.06580194102300874,2.1706459798133397
0.9097084501485952,0.39825820113774524,0.8290269015533797,0.43919237496277924
0.8246040825157868,0.3407345604423706,0.042305683465461374,0.3486443881459371
0.7986393399663193,0.5977770920388036,0.78755823047612,0.8859889084497565
0.4467407583022005,0.43578783804896215,0.7586442022024794,0.46629658330636387
0.6585839197425614,0.8303727492627201,0.09268354202849405,1.649898197385381
0.6060276599098978,0.9833036363015154,0.33396144528263483,2.277761431762037
0.07990464158652233,0.17783175914680416,0.9269968315838525,0.0621860370178432
0.06584202388801552,0.04030609460528001,0.7874700941191464,-0.005428662590222875
0.6313561569462782,0.8012449554680232,0.5856125663832482,1.5280083652917582
0.2529505468496066,0.3601104546910793,0.8980079280246623,0.30559783715344385
0.5899172958575492,0.6158632389578136,0.5048101072714696,0.9212568443694262
0.36961734448482986,0.7958907561206116,0.8417395959188656,1.4770437625900545
0.4023017533907366,0.37039576940722396,0.4586277836015029,0.3466015794550133
0.9753012591391064,0.45770994769530127,0.16979613867277243,0.5759805144446966
